sector,trading_date,open,high,low,close,volume,year,month,date
Fuel & Power,2018-04-22,234.19,239.07,231.84,233.65,228473.17,2018,04,22
Fuel & Power,2018-04-23,238.94,242.57,236.44,241.29,186304.17,2018,04,23
Fuel & Power,2018-04-24,245.95,249.97,237.1,240.11,308424.72,2018,04,24
Fuel & Power,2018-04-25,240.12,242.5,234.65,236.34,301262.06,2018,04,25
Fuel & Power,2018-04-26,236.44,240.91,233.95,236.18,264731.0,2018,04,26
Fuel & Power,2018-04-30,236.31,238.3,228.27,230.75,308528.89,2018,04,30
Fuel & Power,2018-05-03,230.12,236.11,228.7,231.21,177946.33,2018,05,03
Fuel & Power,2018-05-06,232.09,235.07,227.48,228.92,215377.11,2018,05,06
Fuel & Power,2018-05-07,229.25,232.2,227.69,228.66,174212.89,2018,05,07
Fuel & Power,2018-05-08,229.63,232.34,227.47,229.86,248501.11,2018,05,08
Fuel & Power,2018-05-09,229.4,232.19,227.3,228.97,218574.56,2018,05,09
Fuel & Power,2018-05-10,229.15,231.11,225.88,226.82,296142.22,2018,05,10
Fuel & Power,2018-05-13,227.15,228.3,223.7,225.18,178634.17,2018,05,13
Fuel & Power,2018-05-14,226.92,230.76,225.27,229.2,138917.5,2018,05,14
Fuel & Power,2018-05-15,231.42,235.19,229.18,231.16,156379.06,2018,05,15
Fuel & Power,2018-05-16,231.51,236.0,229.8,233.62,139096.0,2018,05,16
Fuel & Power,2018-05-17,224.75,226.39,219.14,220.28,673495.68,2018,05,17
Fuel & Power,2018-05-20,220.18,222.11,214.19,215.65,301786.68,2018,05,20
Fuel & Power,2018-05-21,218.76,220.65,214.74,215.98,465012.05,2018,05,21
Fuel & Power,2018-05-22,216.42,219.18,213.18,214.51,353258.58,2018,05,22
Fuel & Power,2018-05-23,215.66,217.56,212.64,213.98,432226.68,2018,05,23
Fuel & Power,2018-05-24,215.19,218.15,212.39,215.03,393414.0,2018,05,24
Fuel & Power,2018-05-27,216.63,219.11,213.68,214.77,384761.89,2018,05,27
Fuel & Power,2018-05-28,215.7,220.37,212.5,216.79,373797.68,2018,05,28
Fuel & Power,2018-05-29,219.21,222.96,217.48,221.43,381906.68,2018,05,29
Fuel & Power,2018-05-30,224.82,229.62,219.67,221.77,382642.05,2018,05,30
Fuel & Power,2018-05-31,222.72,223.7,217.78,219.95,293810.84,2018,05,31
Fuel & Power,2018-06-03,221.47,226.46,217.22,223.15,419972.0,2018,06,03
Fuel & Power,2018-06-04,225.72,229.98,223.33,227.11,342828.95,2018,06,04
Fuel & Power,2018-06-05,227.29,232.5,225.27,229.21,309070.53,2018,06,05
Fuel & Power,2018-06-06,230.52,236.61,227.99,231.3,413912.68,2018,06,06
Fuel & Power,2018-06-07,233.04,238.31,229.82,235.98,306500.53,2018,06,07
Fuel & Power,2018-06-10,238.04,242.57,236.48,238.01,269958.89,2018,06,10
Fuel & Power,2018-06-11,238.01,240.67,231.83,233.65,284862.42,2018,06,11
Fuel & Power,2018-06-12,233.84,240.12,230.21,236.54,374085.32,2018,06,12
Fuel & Power,2018-06-18,239.28,242.81,232.34,235.66,432961.95,2018,06,18
Fuel & Power,2018-06-19,236.09,240.22,232.05,233.61,495289.32,2018,06,19
Fuel & Power,2018-06-20,233.33,237.03,230.51,234.93,441178.95,2018,06,20
Fuel & Power,2018-06-21,235.4,241.18,233.07,237.22,634404.53,2018,06,21
Fuel & Power,2018-06-24,237.22,239.76,231.38,233.62,446414.42,2018,06,24
Fuel & Power,2018-06-25,234.21,237.56,229.94,231.43,460724.16,2018,06,25
Fuel & Power,2018-06-26,231.52,235.95,229.92,232.13,349100.42,2018,06,26
Fuel & Power,2018-06-27,232.41,240.05,231.23,237.57,410123.53,2018,06,27
Fuel & Power,2018-06-28,238.54,243.65,235.13,237.21,400062.32,2018,06,28
Fuel & Power,2018-07-02,238.24,240.68,231.74,234.75,382966.32,2018,07,02
Fuel & Power,2018-07-03,236.03,238.61,229.09,230.77,295424.05,2018,07,03
Fuel & Power,2018-07-04,232.83,236.03,230.3,232.98,265552.32,2018,07,04
Fuel & Power,2018-07-05,235.54,238.75,230.13,232.77,541322.58,2018,07,05
Fuel & Power,2018-07-08,233.15,237.23,227.47,228.82,452592.53,2018,07,08
Fuel & Power,2018-07-09,229.35,233.3,226.97,228.91,401236.37,2018,07,09
Fuel & Power,2018-07-10,230.79,233.94,228.15,230.17,512928.79,2018,07,10
Fuel & Power,2018-07-11,231.7,232.79,226.01,227.11,580601.68,2018,07,11
Fuel & Power,2018-07-12,228.88,232.44,225.91,229.06,499216.32,2018,07,12
Fuel & Power,2018-07-15,230.54,236.58,228.51,234.68,901788.21,2018,07,15
Fuel & Power,2018-07-16,239.47,241.48,233.58,234.98,725299.84,2018,07,16
Fuel & Power,2018-07-17,234.76,241.03,232.8,238.21,497378.11,2018,07,17
Fuel & Power,2018-07-18,243.57,245.54,241.88,243.32,430509.16,2018,07,18
Fuel & Power,2018-07-19,237.85,251.61,237.25,243.07,503028.21,2018,07,19
Fuel & Power,2018-07-22,244.51,247.99,237.17,239.25,553671.0,2018,07,22
Fuel & Power,2018-07-23,239.64,246.38,236.23,241.62,365110.89,2018,07,23
Fuel & Power,2018-07-24,242.19,246.81,238.73,239.52,240214.47,2018,07,24
Fuel & Power,2018-07-25,243.55,247.55,237.73,239.78,320575.47,2018,07,25
Fuel & Power,2018-07-26,237.07,239.79,231.87,233.54,253598.16,2018,07,26
Fuel & Power,2018-07-29,233.61,240.97,229.86,237.04,204805.37,2018,07,29
Fuel & Power,2018-07-30,238.34,241.96,235.82,237.82,209175.53,2018,07,30
Fuel & Power,2018-07-31,238.99,246.16,238.33,243.83,260696.95,2018,07,31
Fuel & Power,2018-08-01,245.63,249.86,242.09,244.0,238393.68,2018,08,01
Fuel & Power,2018-08-02,245.62,248.44,239.96,241.71,271617.68,2018,08,02
Fuel & Power,2018-08-05,240.2,243.92,235.29,236.96,204237.53,2018,08,05
Fuel & Power,2018-08-06,239.32,240.56,234.99,236.75,196121.89,2018,08,06
Fuel & Power,2018-08-07,237.62,239.36,235.97,237.03,225788.95,2018,08,07
Fuel & Power,2018-08-08,238.03,239.61,234.51,235.95,182108.37,2018,08,08
Fuel & Power,2018-08-09,236.27,238.82,232.84,234.78,193628.68,2018,08,09
Fuel & Power,2018-08-12,234.97,236.24,228.92,230.06,169365.84,2018,08,12
Fuel & Power,2018-08-13,230.64,234.39,227.56,231.17,182308.53,2018,08,13
Fuel & Power,2018-08-14,233.18,236.94,229.92,232.03,193920.05,2018,08,14
Fuel & Power,2018-08-16,234.13,236.22,230.13,231.79,182097.16,2018,08,16
Fuel & Power,2018-08-19,233.38,233.94,226.2,227.18,185439.21,2018,08,19
Fuel & Power,2018-08-20,228.4,231.69,225.87,229.09,161436.0,2018,08,20
Fuel & Power,2018-08-26,229.69,232.01,226.69,229.81,153770.42,2018,08,26
Fuel & Power,2018-08-27,232.45,234.95,229.73,232.77,415571.26,2018,08,27
Fuel & Power,2018-08-28,233.24,234.92,231.47,233.0,494415.32,2018,08,28
Fuel & Power,2018-08-29,233.14,236.03,230.16,232.26,797744.89,2018,08,29
Fuel & Power,2018-08-30,233.29,235.99,229.76,233.08,692271.42,2018,08,30
Fuel & Power,2018-09-03,233.7,241.91,231.57,238.8,1003061.11,2018,09,03
Fuel & Power,2018-09-04,240.43,241.52,234.21,235.74,769550.63,2018,09,04
Fuel & Power,2018-09-05,235.85,239.06,232.76,235.34,783864.16,2018,09,05
Fuel & Power,2018-09-06,228.12,231.66,227.0,229.2,1285390.89,2018,09,06
Fuel & Power,2018-09-09,232.53,235.9,230.69,233.53,1183606.84,2018,09,09
Fuel & Power,2018-09-10,233.37,236.53,231.52,232.92,1165670.16,2018,09,10
Fuel & Power,2018-09-11,233.4,235.91,230.53,233.29,711115.26,2018,09,11
Fuel & Power,2018-09-12,234.34,239.1,231.74,235.2,766239.58,2018,09,12
Fuel & Power,2018-09-13,235.37,238.64,231.49,233.55,788679.74,2018,09,13
Fuel & Power,2018-09-16,233.98,235.41,230.05,231.37,584897.37,2018,09,16
Fuel & Power,2018-09-17,232.45,235.85,229.29,232.15,662433.74,2018,09,17
Fuel & Power,2018-09-18,233.95,235.64,229.91,230.96,536944.79,2018,09,18
Fuel & Power,2018-09-19,233.47,235.19,228.21,229.92,560532.0,2018,09,19
Fuel & Power,2018-09-20,227.9,229.96,225.37,226.77,597190.05,2018,09,20
Fuel & Power,2018-09-23,229.81,233.18,225.36,227.99,582790.63,2018,09,23
Fuel & Power,2018-09-24,228.41,230.17,221.08,223.93,588987.95,2018,09,24
Fuel & Power,2018-09-25,225.12,227.17,221.49,223.07,452200.47,2018,09,25
Fuel & Power,2018-09-26,222.58,227.49,220.95,223.28,372672.26,2018,09,26
Fuel & Power,2018-09-27,224.79,226.83,221.3,223.0,464392.74,2018,09,27
Fuel & Power,2018-09-30,223.43,230.34,221.27,228.47,453474.37,2018,09,30
Fuel & Power,2018-10-01,229.88,232.58,226.51,228.55,377539.16,2018,10,01
Fuel & Power,2018-10-02,230.55,232.64,226.26,228.63,311696.42,2018,10,02
Fuel & Power,2018-10-03,229.26,232.76,226.85,228.79,467315.47,2018,10,03
Fuel & Power,2018-10-04,229.87,234.56,228.11,232.26,681597.0,2018,10,04
Fuel & Power,2018-10-07,234.21,239.71,231.93,237.13,665907.63,2018,10,07
Fuel & Power,2018-10-08,238.24,240.55,234.01,236.55,602428.89,2018,10,08
Fuel & Power,2018-10-09,237.21,242.02,235.37,238.69,845916.0,2018,10,09
Fuel & Power,2018-10-10,242.28,244.56,235.23,236.62,1892339.95,2018,10,10
Fuel & Power,2018-10-11,236.29,237.7,229.9,230.78,1092424.53,2018,10,11
Fuel & Power,2018-10-14,231.31,232.24,224.67,226.73,1146674.16,2018,10,14
Fuel & Power,2018-10-15,226.28,232.18,223.99,229.54,761631.32,2018,10,15
Fuel & Power,2018-10-16,230.07,231.92,227.06,229.24,636899.26,2018,10,16
Fuel & Power,2018-10-17,229.27,232.37,225.15,227.04,571335.42,2018,10,17
Fuel & Power,2018-10-18,234.43,236.55,232.21,234.27,513217.72,2018,10,18
Fuel & Power,2018-10-21,227.52,227.99,221.19,222.4,367166.68,2018,10,21
Fuel & Power,2018-10-22,223.42,225.24,217.41,220.33,465598.26,2018,10,22
Fuel & Power,2018-10-23,221.22,224.9,218.03,221.42,312860.32,2018,10,23
Fuel & Power,2018-10-24,222.3,225.08,219.83,221.21,304919.32,2018,10,24
Fuel & Power,2018-10-25,221.57,225.49,220.49,223.08,352618.32,2018,10,25
Fuel & Power,2018-10-28,222.2,226.01,219.26,221.19,304103.47,2018,10,28
Fuel & Power,2018-10-29,222.23,228.78,220.57,224.71,430780.74,2018,10,29
Fuel & Power,2018-10-30,226.23,228.88,222.94,225.18,561648.79,2018,10,30
Fuel & Power,2018-10-31,225.23,226.62,220.2,221.69,600664.74,2018,10,31
Fuel & Power,2018-11-01,222.33,223.91,219.18,220.59,434115.21,2018,11,01
Fuel & Power,2018-11-04,228.87,233.48,225.81,227.99,640601.89,2018,11,04
Fuel & Power,2018-11-05,222.32,223.41,218.27,219.14,572936.26,2018,11,05
Fuel & Power,2018-11-06,218.48,220.65,216.46,218.41,559748.21,2018,11,06
Fuel & Power,2018-11-07,228.84,231.03,224.96,226.73,471449.56,2018,11,07
Fuel & Power,2018-11-08,229.62,233.29,226.73,229.87,494442.72,2018,11,08
Fuel & Power,2018-11-11,234.69,237.81,224.62,227.26,481999.17,2018,11,11
Fuel & Power,2018-11-12,217.56,219.09,212.59,213.85,527291.58,2018,11,12
Fuel & Power,2018-11-13,216.43,221.96,213.44,219.14,493656.32,2018,11,13
Fuel & Power,2018-11-14,221.28,223.45,216.92,218.77,508220.05,2018,11,14
Fuel & Power,2018-11-15,219.29,221.19,215.59,217.45,664290.47,2018,11,15
Fuel & Power,2018-11-18,241.3,244.09,237.35,239.09,523625.94,2018,11,18
Fuel & Power,2018-11-19,230.37,233.84,227.37,231.31,521225.72,2018,11,19
Fuel & Power,2018-11-20,233.1,239.77,231.04,236.24,774286.89,2018,11,20
Fuel & Power,2018-11-22,247.01,257.27,241.7,251.01,451759.69,2018,11,22
Fuel & Power,2018-11-25,226.84,232.62,223.51,227.36,503473.74,2018,11,25
Fuel & Power,2018-11-26,238.93,245.72,237.06,243.42,420287.83,2018,11,26
Fuel & Power,2018-11-27,234.38,240.06,229.94,233.01,539746.68,2018,11,27
Fuel & Power,2018-11-28,233.03,234.69,222.99,225.18,435092.58,2018,11,28
Fuel & Power,2018-11-29,225.28,227.38,219.13,221.35,558511.63,2018,11,29
Fuel & Power,2018-12-02,222.47,227.02,219.61,222.04,388499.83,2018,12,02
Fuel & Power,2018-12-03,163.89,164.79,160.44,161.31,320710.94,2018,12,03
Fuel & Power,2018-12-04,220.15,224.07,218.03,219.49,398691.16,2018,12,04
Fuel & Power,2018-12-05,220.49,222.44,217.56,218.87,316411.58,2018,12,05
Fuel & Power,2018-12-06,220.92,224.91,219.28,222.02,291612.26,2018,12,06
Fuel & Power,2018-12-09,223.19,228.1,221.72,225.89,290916.42,2018,12,09
Fuel & Power,2018-12-10,227.36,231.11,220.85,223.68,374821.42,2018,12,10
Fuel & Power,2018-12-11,225.25,226.13,218.03,219.34,273673.79,2018,12,11
Fuel & Power,2018-12-12,220.74,224.85,218.44,221.52,204873.21,2018,12,12
Fuel & Power,2018-12-13,222.37,224.63,219.42,220.44,189304.32,2018,12,13
Fuel & Power,2018-12-17,220.52,221.84,216.15,218.28,226821.21,2018,12,17
Fuel & Power,2018-12-18,218.51,221.07,216.37,218.07,179821.42,2018,12,18
Fuel & Power,2018-12-19,218.52,221.07,216.75,218.46,232477.39,2018,12,19
Fuel & Power,2018-12-20,219.05,221.75,217.28,219.01,311107.63,2018,12,20
Fuel & Power,2018-12-23,219.57,220.86,217.58,218.62,299348.47,2018,12,23
Fuel & Power,2018-12-24,219.56,222.2,217.66,219.11,246221.63,2018,12,24
Fuel & Power,2018-12-26,222.29,223.15,218.03,219.13,284838.79,2018,12,26
Fuel & Power,2018-12-27,220.89,223.47,219.29,221.18,369405.94,2018,12,27
IT Sector,2018-01-01,37.6,38.16,37.14,37.44,262989.88,2018,01,01
IT Sector,2018-01-02,37.59,38.13,37.1,37.66,403908.0,2018,01,02
IT Sector,2018-01-03,40.07,40.84,39.77,40.37,676565.71,2018,01,03
IT Sector,2018-01-04,38.24,38.61,37.56,37.91,331382.63,2018,01,04
IT Sector,2018-01-07,38.03,38.91,37.81,38.13,535260.88,2018,01,07
IT Sector,2018-01-08,38.71,39.19,38.19,38.4,281046.71,2018,01,08
IT Sector,2018-01-09,37.88,38.24,37.18,37.38,288303.0,2018,01,09
IT Sector,2018-01-10,37.54,37.91,36.89,37.14,240365.5,2018,01,10
IT Sector,2018-01-11,37.33,37.68,36.11,36.79,319016.38,2018,01,11
IT Sector,2018-01-14,36.88,37.16,35.94,36.46,189163.13,2018,01,14
IT Sector,2018-01-15,36.61,36.94,35.93,36.14,158631.63,2018,01,15
IT Sector,2018-01-16,36.35,37.01,36.1,36.78,209726.25,2018,01,16
IT Sector,2018-01-17,37.03,37.25,36.28,36.51,176620.25,2018,01,17
IT Sector,2018-01-18,36.51,36.79,36.24,36.44,102337.13,2018,01,18
IT Sector,2018-01-21,36.73,36.95,36.09,36.28,144987.13,2018,01,21
IT Sector,2018-01-22,36.43,36.89,36.08,36.48,152172.0,2018,01,22
IT Sector,2018-01-23,36.69,36.95,35.95,36.26,147222.25,2018,01,23
IT Sector,2018-01-24,36.53,36.76,35.91,36.35,148351.0,2018,01,24
IT Sector,2018-01-25,36.45,36.71,35.99,36.09,177738.0,2018,01,25
IT Sector,2018-01-28,36.16,36.35,35.31,35.6,153327.75,2018,01,28
IT Sector,2018-01-29,35.75,36.2,35.33,35.75,111259.13,2018,01,29
IT Sector,2018-01-30,36.19,37.0,35.6,36.11,286690.0,2018,01,30
IT Sector,2018-01-31,36.28,36.6,35.4,35.85,292879.63,2018,01,31
IT Sector,2018-02-01,36.18,36.46,35.38,35.69,165543.13,2018,02,01
IT Sector,2018-02-04,35.68,35.85,34.21,34.43,158312.13,2018,02,04
IT Sector,2018-02-05,34.95,35.48,33.48,34.44,171079.13,2018,02,05
IT Sector,2018-02-06,34.94,35.31,34.44,34.85,176405.0,2018,02,06
IT Sector,2018-02-07,34.74,35.18,34.14,34.59,190061.63,2018,02,07
IT Sector,2018-02-08,34.74,35.29,34.15,34.74,154734.5,2018,02,08
IT Sector,2018-02-11,35.15,36.39,35.04,35.89,398614.63,2018,02,11
IT Sector,2018-02-12,36.31,37.06,35.48,36.39,363140.25,2018,02,12
IT Sector,2018-02-13,36.5,37.33,35.86,36.58,366490.75,2018,02,13
IT Sector,2018-02-14,37.05,38.33,36.7,37.64,1347869.25,2018,02,14
IT Sector,2018-02-15,37.93,38.13,36.8,37.0,634007.88,2018,02,15
IT Sector,2018-02-18,36.91,37.58,36.23,36.65,748748.75,2018,02,18
IT Sector,2018-02-19,37.08,37.4,36.16,36.36,353367.63,2018,02,19
IT Sector,2018-02-20,37.16,37.28,35.71,35.91,401235.75,2018,02,20
IT Sector,2018-02-22,38.59,38.94,37.77,38.0,181478.86,2018,02,22
IT Sector,2018-02-25,35.74,36.3,34.9,35.13,321124.25,2018,02,25
IT Sector,2018-02-26,35.34,35.99,34.65,35.28,284366.63,2018,02,26
IT Sector,2018-02-27,35.64,36.46,35.11,35.51,375258.0,2018,02,27
IT Sector,2018-02-28,35.63,36.16,35.15,35.54,302835.13,2018,02,28
IT Sector,2018-03-01,35.89,36.6,35.48,36.3,431854.88,2018,03,01
IT Sector,2018-03-04,36.73,37.41,36.21,36.58,481118.38,2018,03,04
IT Sector,2018-03-05,36.55,36.73,35.79,36.11,314619.0,2018,03,05
IT Sector,2018-03-06,36.19,37.15,35.89,36.76,310665.5,2018,03,06
IT Sector,2018-03-07,37.01,37.56,36.56,36.84,285786.88,2018,03,07
IT Sector,2018-03-08,36.83,37.06,36.18,36.5,191756.0,2018,03,08
IT Sector,2018-03-11,36.65,36.76,35.94,36.09,117700.25,2018,03,11
IT Sector,2018-03-12,36.29,36.45,34.91,35.38,198448.25,2018,03,12
IT Sector,2018-03-13,35.49,35.84,34.13,34.56,153873.63,2018,03,13
IT Sector,2018-03-14,35.04,35.71,34.51,35.2,158901.5,2018,03,14
IT Sector,2018-03-15,35.36,36.11,34.99,35.81,325191.5,2018,03,15
IT Sector,2018-03-18,36.06,36.79,35.56,36.11,566883.5,2018,03,18
IT Sector,2018-03-19,36.11,36.35,35.0,35.19,328838.75,2018,03,19
IT Sector,2018-03-20,34.91,35.66,34.61,35.04,302233.0,2018,03,20
IT Sector,2018-03-21,35.1,35.31,34.38,34.7,211097.13,2018,03,21
IT Sector,2018-03-22,35.03,35.35,34.15,34.85,348469.0,2018,03,22
IT Sector,2018-03-25,35.44,35.9,34.79,35.13,230833.63,2018,03,25
IT Sector,2018-03-27,35.1,35.54,34.3,34.51,253355.5,2018,03,27
IT Sector,2018-03-28,34.79,35.0,33.98,34.36,205903.38,2018,03,28
IT Sector,2018-03-29,34.54,35.18,34.2,34.64,289908.63,2018,03,29
IT Sector,2018-04-01,35.24,35.93,34.88,35.49,412044.0,2018,04,01
IT Sector,2018-04-02,35.78,37.6,35.36,37.09,1252791.25,2018,04,02
IT Sector,2018-04-03,37.16,37.93,36.54,36.96,702768.38,2018,04,03
IT Sector,2018-04-04,37.16,37.99,36.58,37.1,886549.0,2018,04,04
IT Sector,2018-04-05,37.33,37.9,36.61,37.48,724005.5,2018,04,05
IT Sector,2018-04-08,37.76,38.58,37.41,38.08,881646.0,2018,04,08
IT Sector,2018-04-09,38.03,38.51,37.29,37.74,631503.13,2018,04,09
IT Sector,2018-04-10,37.94,38.38,37.04,37.28,680108.38,2018,04,10
IT Sector,2018-04-11,37.56,38.11,36.76,36.89,452808.13,2018,04,11
IT Sector,2018-04-12,37.04,37.43,36.29,36.73,306051.88,2018,04,12
IT Sector,2018-04-15,37.19,37.3,36.24,36.41,218068.75,2018,04,15
IT Sector,2018-04-16,36.39,37.1,35.85,36.75,325097.0,2018,04,16
IT Sector,2018-04-17,39.09,39.54,38.27,38.5,283836.43,2018,04,17
IT Sector,2018-04-18,36.76,36.85,35.85,36.24,241112.63,2018,04,18
IT Sector,2018-04-19,36.43,36.73,35.78,36.15,196128.0,2018,04,19
IT Sector,2018-04-22,36.36,37.41,36.05,36.88,361268.25,2018,04,22
IT Sector,2018-04-23,37.06,37.25,36.06,36.3,259387.25,2018,04,23
IT Sector,2018-04-24,36.28,36.7,35.76,36.15,172067.5,2018,04,24
IT Sector,2018-04-25,36.35,36.6,35.76,35.96,177079.13,2018,04,25
IT Sector,2018-04-26,36.21,36.45,35.58,36.0,219730.25,2018,04,26
IT Sector,2018-04-30,36.25,36.59,35.28,35.46,251909.25,2018,04,30
IT Sector,2018-05-03,36.09,36.8,35.38,35.79,223383.0,2018,05,03
IT Sector,2018-05-06,36.23,36.86,35.59,36.25,453307.25,2018,05,06
IT Sector,2018-05-07,36.45,37.8,36.06,37.16,901077.88,2018,05,07
IT Sector,2018-05-08,37.33,37.83,36.28,36.5,436542.13,2018,05,08
IT Sector,2018-05-09,36.56,36.84,35.78,36.24,338922.63,2018,05,09
IT Sector,2018-05-10,36.73,37.3,36.08,36.48,319798.5,2018,05,10
IT Sector,2018-05-13,36.73,37.23,35.7,36.08,327049.5,2018,05,13
IT Sector,2018-05-14,36.43,36.78,35.74,36.11,264747.88,2018,05,14
IT Sector,2018-05-15,36.33,36.59,35.55,35.83,269812.13,2018,05,15
IT Sector,2018-05-16,35.93,36.36,35.36,35.55,222844.75,2018,05,16
IT Sector,2018-05-17,35.84,36.21,34.95,35.21,255455.38,2018,05,17
IT Sector,2018-05-20,35.43,35.7,33.98,34.43,205658.25,2018,05,20
IT Sector,2018-05-21,34.6,35.39,33.56,34.4,239493.75,2018,05,21
IT Sector,2018-05-22,34.58,35.14,33.68,33.98,,2018,05,22
IT Sector,2018-05-23,34.05,34.31,33.31,33.45,172893.88,2018,05,23
IT Sector,2018-05-24,33.64,34.54,33.13,34.16,208043.75,2018,05,24
IT Sector,2018-05-27,34.34,35.23,33.8,34.19,241784.88,2018,05,27
IT Sector,2018-05-28,34.25,34.63,33.26,33.5,169193.13,2018,05,28
IT Sector,2018-05-29,33.6,34.09,33.06,33.53,211579.63,2018,05,29
IT Sector,2018-05-30,34.03,34.91,33.5,34.23,298146.75,2018,05,30
IT Sector,2018-05-31,34.61,34.79,33.59,33.81,165268.88,2018,05,31
IT Sector,2018-06-03,33.91,34.3,33.25,33.5,128698.75,2018,06,03
IT Sector,2018-06-04,33.63,34.11,33.09,33.39,244705.5,2018,06,04
IT Sector,2018-06-05,33.49,33.91,32.88,33.04,230569.75,2018,06,05
IT Sector,2018-06-06,33.38,33.63,32.69,33.03,267535.63,2018,06,06
IT Sector,2018-06-07,33.23,33.76,32.71,33.08,293308.13,2018,06,07
IT Sector,2018-06-10,33.1,33.33,32.31,32.58,188162.88,2018,06,10
IT Sector,2018-06-11,32.78,33.1,32.11,32.36,192075.38,2018,06,11
IT Sector,2018-06-12,32.61,32.85,32.03,32.43,155982.75,2018,06,12
IT Sector,2018-06-18,32.71,33.29,32.0,32.44,238784.75,2018,06,18
IT Sector,2018-06-19,32.65,33.35,32.18,32.94,369866.5,2018,06,19
IT Sector,2018-06-20,33.09,33.99,32.6,33.21,406694.25,2018,06,20
IT Sector,2018-06-21,33.24,34.18,32.94,33.45,430863.25,2018,06,21
IT Sector,2018-06-24,33.76,34.28,33.33,33.66,396206.13,2018,06,24
IT Sector,2018-06-25,33.81,34.09,32.85,33.14,292679.5,2018,06,25
IT Sector,2018-06-26,33.3,33.99,32.8,33.49,429046.88,2018,06,26
IT Sector,2018-06-27,33.63,35.08,33.6,34.35,738645.13,2018,06,27
IT Sector,2018-06-28,34.55,35.08,33.15,33.85,533513.13,2018,06,28
IT Sector,2018-07-02,34.08,34.48,32.8,33.34,472698.75,2018,07,02
IT Sector,2018-07-03,33.4,34.38,32.76,33.08,319932.0,2018,07,03
IT Sector,2018-07-04,33.18,34.08,32.6,33.44,545913.25,2018,07,04
IT Sector,2018-07-05,33.9,35.55,33.63,34.61,824800.75,2018,07,05
IT Sector,2018-07-08,35.0,35.41,33.65,34.0,599334.38,2018,07,08
IT Sector,2018-07-09,34.18,35.48,33.49,34.89,747363.38,2018,07,09
IT Sector,2018-07-10,35.11,37.05,35.0,36.1,1206874.88,2018,07,10
IT Sector,2018-07-11,36.46,37.25,34.8,35.14,777219.63,2018,07,11
IT Sector,2018-07-12,35.46,35.74,34.18,34.45,500412.5,2018,07,12
IT Sector,2018-07-15,34.89,35.61,34.08,34.49,452033.13,2018,07,15
IT Sector,2018-07-16,34.71,36.23,34.31,35.25,724707.5,2018,07,16
IT Sector,2018-07-17,36.23,37.4,35.4,36.73,1054040.88,2018,07,17
IT Sector,2018-07-18,37.13,37.98,35.89,36.91,789667.13,2018,07,18
IT Sector,2018-07-19,36.95,38.79,36.11,37.79,1121061.25,2018,07,19
IT Sector,2018-07-22,38.96,40.78,37.6,39.89,2180735.63,2018,07,22
IT Sector,2018-07-23,40.1,41.0,37.94,38.38,1003519.0,2018,07,23
IT Sector,2018-07-24,38.5,39.45,37.69,38.73,1018433.0,2018,07,24
IT Sector,2018-07-25,39.28,40.9,39.0,40.01,1236988.0,2018,07,25
IT Sector,2018-07-26,40.29,41.16,38.76,39.98,862347.75,2018,07,26
IT Sector,2018-07-29,40.11,40.53,38.18,38.56,760487.0,2018,07,29
IT Sector,2018-07-30,38.65,39.33,37.66,38.13,731994.0,2018,07,30
IT Sector,2018-07-31,38.63,40.35,38.03,39.33,1181648.13,2018,07,31
IT Sector,2018-08-01,39.59,40.24,38.36,39.01,1074338.0,2018,08,01
IT Sector,2018-08-02,39.15,40.36,38.29,39.55,1203443.63,2018,08,02
IT Sector,2018-08-05,39.43,40.81,38.84,39.55,1046757.38,2018,08,05
IT Sector,2018-08-06,39.76,40.3,38.28,38.55,801607.63,2018,08,06
IT Sector,2018-08-07,38.83,39.9,37.79,38.63,718690.25,2018,08,07
IT Sector,2018-08-08,38.86,39.38,37.71,38.1,659939.5,2018,08,08
IT Sector,2018-08-09,38.14,39.31,37.45,38.78,604197.13,2018,08,09
IT Sector,2018-08-12,39.13,39.99,38.14,38.6,697697.88,2018,08,12
IT Sector,2018-08-13,38.75,39.0,37.25,37.88,551173.25,2018,08,13
IT Sector,2018-08-14,38.19,39.05,37.55,38.0,538926.88,2018,08,14
IT Sector,2018-08-16,38.18,38.9,37.6,38.14,437911.0,2018,08,16
IT Sector,2018-08-19,38.34,38.59,36.65,37.23,482716.88,2018,08,19
IT Sector,2018-08-20,37.1,38.63,37.03,38.2,356800.38,2018,08,20
IT Sector,2018-08-26,38.53,39.09,37.86,38.2,182941.88,2018,08,26
IT Sector,2018-08-27,38.59,39.15,38.04,38.48,361971.63,2018,08,27
IT Sector,2018-08-28,38.66,39.79,38.31,39.08,493565.38,2018,08,28
IT Sector,2018-08-29,39.24,40.06,38.45,39.09,732868.38,2018,08,29
IT Sector,2018-08-30,39.69,40.48,38.93,39.53,827040.13,2018,08,30
IT Sector,2018-09-03,39.94,40.3,38.76,38.98,518201.13,2018,09,03
IT Sector,2018-09-04,39.28,39.79,38.1,38.76,605031.38,2018,09,04
IT Sector,2018-09-05,39.4,40.33,38.88,39.53,538122.75,2018,09,05
IT Sector,2018-09-06,40.31,41.39,39.5,40.13,1043757.13,2018,09,06
IT Sector,2018-09-09,40.55,41.13,39.41,39.9,639360.38,2018,09,09
IT Sector,2018-09-10,40.26,40.89,39.35,40.13,690888.25,2018,09,10
