,open,high,low,close,volume
t-8,0.012918829917907715,0.00550609827041626,0.007665276527404785,0.012542903423309326,0.0
t-7,0.0019376873970031738,0.007172226905822754,0.010697126388549805,0.03211498260498047,0.0010290145874023438
t-6,0.03437459468841553,0.034946709871292114,0.03781425952911377,0.012120664119720459,0.0026482343673706055
t-5,0.00429147481918335,0.04954913258552551,0.002908170223236084,0.002283811569213867,0.0016917586326599121
t-4,0.004067122936248779,0.020497441291809082,0.038806796073913574,0.0178871750831604,0.0031014084815979004
t-3,0.03097367286682129,0.02767711877822876,0.01829773187637329,0.0022135376930236816,0.0005384087562561035
t-2,0.017027318477630615,0.015936970710754395,0.024559319019317627,0.004543304443359375,0.012629806995391846
t-1,0.06290853023529053,0.021649301052093506,0.0851459801197052,0.08016195893287659,0.01637369394302368
