,open,high,low,close,volume
t-8,0.014783740043640137,0.04005280137062073,0.0006014704704284668,0.026547908782958984,0.007354229688644409
t-7,0.025944918394088745,0.02491423487663269,0.016757667064666748,0.013486087322235107,0.023128628730773926
t-6,0.0240689218044281,0.011070042848587036,0.03537952899932861,0.01578545570373535,0.04703325033187866
t-5,0.0071555376052856445,0.00360870361328125,0.03396350145339966,0.05309927463531494,0.003133058547973633
t-4,0.014349520206451416,0.020884692668914795,0.02201944589614868,0.021394163370132446,0.0221555233001709
t-3,0.004415690898895264,0.011803746223449707,0.049941956996917725,0.011367768049240112,0.05213192105293274
t-2,0.009908050298690796,0.014803946018218994,0.056819766759872437,0.03515884280204773,0.023577958345413208
t-1,0.018999457359313965,0.0017216205596923828,0.004504293203353882,0.03433096408843994,0.002517521381378174
