,0
t-8,0.04107463359832764
t-7,0.04116600751876831
t-6,0.04223990440368652
t-5,0.04141885042190552
t-4,0.041532039642333984
t-3,0.04167592525482178
t-2,0.04220569133758545
t-1,0.2183934450149536
