,0
t-8,0.013692021369934082
t-7,0.02072244882583618
t-6,0.031118571758270264
t-5,0.04200798273086548
t-4,0.059053659439086914
t-3,0.08056998252868652
t-2,0.10508108139038086
t-1,0.14208346605300903
