,0
t-8,0.038633108139038086
t-7,0.052951037883758545
t-6,0.12190446257591248
t-5,0.060724347829818726
t-4,0.08435994386672974
t-3,0.07970046997070312
t-2,0.07469671964645386
t-1,0.2662394642829895
