,0
t-8,0.029159873723983765
t-7,0.029883921146392822
t-6,0.02809944748878479
t-5,0.02676662802696228
t-4,0.029098302125930786
t-3,0.029376864433288574
t-2,0.027422279119491577
t-1,0.20807138085365295
