,0
t-8,0.023914337158203125
t-7,0.03016519546508789
t-6,0.03720492124557495
t-5,0.06111866235733032
t-4,0.05461251735687256
t-3,0.060913264751434326
t-2,0.06659504771232605
t-1,0.06494906544685364
