,0
t-8,0.02031165361404419
t-7,0.020103812217712402
t-6,0.02081465721130371
t-5,0.01970052719116211
t-4,0.01899731159210205
t-3,0.017907559871673584
t-2,0.016714870929718018
t-1,0.25885552167892456
