,0
t-8,0.023878544569015503
t-7,0.029917895793914795
t-6,0.037690669298172
t-5,0.044732868671417236
t-4,0.05288234353065491
t-3,0.06342414021492004
t-2,0.06852194666862488
t-1,0.06369221210479736
