,open,high,low,close,volume
t-8,0.0023866891860961914,0.002147495746612549,0.0008480548858642578,1.9073486328125e-05,0.0
t-7,0.003777801990509033,0.00045794248580932617,0.0002592802047729492,0.001965343952178955,0.0011487007141113281
t-6,0.005980253219604492,0.0021639466285705566,0.0007890462875366211,0.005098164081573486,0.0004960298538208008
t-5,0.008961737155914307,0.006231904029846191,0.002470552921295166,0.009651243686676025,0.0006157159805297852
t-4,0.012966811656951904,0.012147367000579834,0.005057930946350098,0.016484558582305908,0.0020397305488586426
t-3,0.018857061862945557,0.020879805088043213,0.009033501148223877,0.025886595249176025,0.0043299198150634766
t-2,0.026798605918884277,0.03157496452331543,0.014302551746368408,0.038643598556518555,0.004384875297546387
t-1,0.04040670394897461,0.05227082967758179,0.031142473220825195,0.05648559331893921,0.005912601947784424
