,0
t-8,0.23883551359176636
t-7,0.31794634461402893
t-6,0.2971302568912506
t-5,0.3548221290111542
t-4,0.21438080072402954
t-3,0.2508361339569092
t-2,0.35390737652778625
t-1,0.3585677146911621
