,0
t-8,0.03992217779159546
t-7,0.04142874479293823
t-6,0.043118417263031006
t-5,0.040296316146850586
t-4,0.04372227191925049
t-3,0.046124160289764404
t-2,0.04424118995666504
t-1,0.6255007386207581
