,0
t-8,0.005401313304901123
t-7,0.007609069347381592
t-6,0.014527440071105957
t-5,0.027931153774261475
t-4,0.04869639873504639
t-3,0.07898688316345215
t-2,0.11570459604263306
t-1,0.18621820211410522
