source_sheet,sector,trading_date,open,high,low,close,volume
DSE-2012,1JANATAMF,2012-04-03,7.3,7.4,7.1,7.3,370000
DSE-2012,1JANATAMF,2012-05-03,7.3,7.3,7.1,7.1,279500
DSE-2012,1JANATAMF,2012-06-03,7.0,7.2,7.0,7.0,406000
DSE-2012,1JANATAMF,2012-07-03,7.0,7.1,7.0,7.0,192500
DSE-2012,1JANATAMF,2012-08-03,7.0,7.2,7.0,7.0,74000
DSE-2012,1JANATAMF,2012-11-03,7.1,7.2,7.0,7.0,79500
DSE-2012,1JANATAMF,2012-12-03,7.1,7.1,7.0,7.0,16500
DSE-2012,1JANATAMF,2012-03-13,7.1,7.3,7.1,7.3,183500
DSE-2012,1JANATAMF,2012-03-14,7.2,7.3,7.1,7.1,130500
DSE-2012,1JANATAMF,2012-03-15,7.1,7.3,7.1,7.1,47000
DSE-2012,1JANATAMF,2012-03-18,7.3,7.4,7.1,7.1,283500
DSE-2012,1JANATAMF,2012-03-19,7.1,7.3,7.1,7.1,182000
DSE-2012,1JANATAMF,2012-03-20,7.1,7.3,7.1,7.2,106000
DSE-2012,1JANATAMF,2012-03-21,7.2,7.3,7.2,7.2,174500
DSE-2012,1JANATAMF,2012-03-22,7.2,7.3,7.1,7.2,65000
DSE-2012,1JANATAMF,2012-03-25,7.3,7.4,7.2,7.2,153000
DSE-2012,1JANATAMF,2012-03-27,7.1,7.4,7.1,7.3,170000
DSE-2012,1JANATAMF,2012-03-28,7.3,7.5,7.3,7.3,452000
DSE-2012,1JANATAMF,2012-03-29,7.5,7.9,7.4,7.6,715000
DSE-2012,1JANATAMF,2012-01-04,7.8,7.9,7.6,7.8,519000
DSE-2012,1JANATAMF,2012-02-04,8.0,8.0,7.7,7.8,270000
DSE-2012,1JANATAMF,2012-03-04,7.6,7.8,7.6,7.6,168500
DSE-2012,1JANATAMF,2012-04-04,7.6,7.7,7.4,7.5,99500
DSE-2012,1JANATAMF,2012-05-04,7.5,7.7,7.3,7.5,253000
DSE-2012,1JANATAMF,2012-08-04,7.5,7.6,7.4,7.5,192000
DSE-2012,1JANATAMF,2012-09-04,7.5,7.5,7.3,7.3,115500
DSE-2012,1JANATAMF,2012-10-04,7.6,7.6,7.3,7.4,158500
DSE-2012,1JANATAMF,2012-11-04,7.5,7.7,7.4,7.5,700000
DSE-2012,1JANATAMF,2012-12-04,7.5,7.7,7.5,7.5,145500
DSE-2012,1JANATAMF,2012-04-15,7.7,7.8,7.5,7.6,451000
DSE-2012,1JANATAMF,2012-04-16,7.8,7.8,7.6,7.6,206500
DSE-2012,1JANATAMF,2012-04-17,7.6,7.9,7.6,7.8,287500
DSE-2012,1JANATAMF,2012-04-18,7.8,8.0,7.8,7.9,858500
DSE-2012,1JANATAMF,2012-04-19,7.8,7.9,7.6,7.6,161500
DSE-2012,1JANATAMF,2012-04-22,7.5,7.8,7.5,7.6,425000
DSE-2012,1JANATAMF,2012-04-23,7.6,7.8,7.6,7.6,580500
DSE-2012,1JANATAMF,2012-04-24,7.6,7.8,7.6,7.6,263000
DSE-2012,1JANATAMF,2012-04-25,7.5,7.7,7.5,7.5,189500
DSE-2012,1JANATAMF,2012-04-26,7.5,7.7,7.4,7.4,73500
DSE-2012,1JANATAMF,2012-04-29,7.4,7.5,7.3,7.4,144000
DSE-2012,1JANATAMF,2012-04-30,7.6,7.7,7.4,7.4,183000
DSE-2012,1JANATAMF,2012-02-05,7.5,7.6,7.5,7.5,116000
DSE-2012,1JANATAMF,2012-03-05,7.5,7.5,7.2,7.2,306000
DSE-2012,1JANATAMF,2012-07-05,7.3,7.4,7.2,7.3,43000
DSE-2012,1JANATAMF,2012-08-05,7.4,7.4,7.2,7.2,283000
DSE-2012,1JANATAMF,2012-09-05,7.3,7.3,7.1,7.2,210000
DSE-2012,1JANATAMF,2012-10-05,7.2,7.4,7.2,7.3,241500
DSE-2012,1JANATAMF,2012-05-13,7.3,7.3,7.2,7.2,77500
DSE-2012,1JANATAMF,2012-05-14,7.2,7.3,7.2,7.2,72000
DSE-2012,1JANATAMF,2012-05-15,7.2,7.4,7.2,7.2,85500
DSE-2012,1JANATAMF,2012-05-16,7.3,7.3,7.2,7.2,228500
DSE-2012,1JANATAMF,2012-05-17,7.3,7.3,7.2,7.2,48000
DSE-2012,1JANATAMF,2012-05-20,7.1,7.3,7.1,7.1,142500
DSE-2012,1JANATAMF,2012-05-21,7.2,7.5,7.1,7.3,95500
DSE-2012,1JANATAMF,2012-05-22,7.2,7.3,7.2,7.2,53000
DSE-2012,1JANATAMF,2012-05-23,7.1,7.2,7.0,7.1,103500
DSE-2012,1JANATAMF,2012-05-24,7.1,7.3,7.1,7.1,40000
DSE-2012,1JANATAMF,2012-05-27,7.0,7.1,6.9,7.0,134000
DSE-2012,1JANATAMF,2012-05-28,7.0,7.1,6.9,6.9,274000
DSE-2012,1JANATAMF,2012-05-29,6.9,7.0,6.9,6.9,327000
DSE-2012,1JANATAMF,2012-05-30,6.9,7.1,6.9,7.0,70500
DSE-2012,1JANATAMF,2012-05-31,7.0,7.1,7.0,7.0,90500
DSE-2012,1JANATAMF,2012-03-06,7.0,7.2,7.0,7.1,50000
DSE-2012,1JANATAMF,2012-04-06,7.3,7.3,6.9,6.9,120500
DSE-2012,1JANATAMF,2012-05-06,7.0,7.1,6.9,6.9,42500
DSE-2012,1JANATAMF,2012-06-06,7.0,7.1,6.9,7.0,80500
DSE-2012,1JANATAMF,2012-07-06,6.9,7.0,6.9,6.9,90500
DSE-2012,1JANATAMF,2012-10-06,6.9,7.0,6.9,6.9,25000
DSE-2012,1JANATAMF,2012-11-06,7.0,7.0,6.9,6.9,68000
DSE-2012,1JANATAMF,2012-12-06,6.9,7.0,6.9,6.9,62500
DSE-2012,1JANATAMF,2012-06-13,6.9,7.0,6.9,6.9,49500
DSE-2012,1JANATAMF,2012-06-14,6.9,7.1,6.9,6.9,62000
DSE-2012,1JANATAMF,2012-06-17,6.9,7.0,6.9,6.9,140500
DSE-2012,1JANATAMF,2012-06-18,6.9,7.0,6.9,6.9,82500
DSE-2012,1JANATAMF,2012-06-19,6.9,7.0,6.9,6.9,62000
DSE-2012,1JANATAMF,2012-06-20,6.8,7.0,6.8,6.8,41500
DSE-2012,1JANATAMF,2012-06-21,6.8,7.0,6.8,6.9,78000
DSE-2012,1JANATAMF,2012-06-24,6.9,7.1,6.8,6.8,37500
DSE-2012,1JANATAMF,2012-06-25,6.6,6.9,6.6,6.8,33500
DSE-2012,1JANATAMF,2012-06-26,6.9,7.1,6.7,7.0,74000
DSE-2012,1JANATAMF,2012-06-27,7.0,7.3,6.9,7.1,142000
DSE-2012,1JANATAMF,2012-06-28,7.1,7.3,7.0,7.1,87000
DSE-2012,1JANATAMF,2012-02-07,7.0,7.0,6.9,6.9,27000
DSE-2012,1JANATAMF,2012-03-07,6.9,7.0,6.8,6.9,40000
DSE-2012,1JANATAMF,2012-04-07,6.8,7.0,6.8,6.8,43500
DSE-2012,1JANATAMF,2012-05-07,6.9,6.9,6.8,6.8,45000
DSE-2012,1JANATAMF,2012-08-07,6.9,6.9,6.6,6.7,140500
DSE-2012,1JANATAMF,2012-09-07,6.7,6.9,6.7,6.7,44000
DSE-2012,1JANATAMF,2012-10-07,6.7,6.7,6.3,6.4,148500
DSE-2012,1JANATAMF,2012-11-07,6.3,6.7,6.3,6.4,35500
DSE-2012,1JANATAMF,2012-12-07,6.6,6.8,6.5,6.6,63000
DSE-2012,1JANATAMF,2012-07-15,6.4,6.6,6.3,6.3,61500
DSE-2012,1JANATAMF,2012-07-16,6.2,6.5,6.2,6.4,34500
DSE-2012,1JANATAMF,2012-07-17,6.4,6.5,6.3,6.4,33500
DSE-2012,1JANATAMF,2012-07-18,6.4,6.6,6.3,6.3,44500
DSE-2012,1JANATAMF,2012-07-19,6.4,6.6,6.4,6.4,83500
DSE-2012,1JANATAMF,2012-07-22,6.4,6.5,6.3,6.3,57500
DSE-2012,1JANATAMF,2012-07-23,6.3,6.5,6.3,6.3,64000
DSE-2012,1JANATAMF,2012-07-24,6.4,6.6,6.4,6.5,76500
DSE-2012,1JANATAMF,2012-07-25,6.4,6.5,6.4,6.4,38500
DSE-2012,1JANATAMF,2012-07-26,6.4,6.5,6.3,6.4,152000
DSE-2012,1JANATAMF,2012-07-29,6.4,6.4,6.2,6.3,155000
DSE-2012,1JANATAMF,2012-07-30,6.3,6.4,6.3,6.3,32500
DSE-2012,1JANATAMF,2012-01-08,6.3,6.4,6.2,6.3,61500
DSE-2012,1JANATAMF,2012-02-08,6.3,6.4,6.1,6.1,211500
DSE-2012,1JANATAMF,2012-05-08,6.2,6.2,6.1,6.1,57000
DSE-2012,1JANATAMF,2012-06-08,6.2,6.2,6.1,6.1,133500
DSE-2012,1JANATAMF,2012-07-08,6.1,6.2,6.0,6.0,103500
DSE-2012,1JANATAMF,2012-08-08,6.0,6.1,5.9,5.9,93000
DSE-2012,1JANATAMF,2012-12-08,6.0,6.2,6.0,6.1,263500
DSE-2012,1JANATAMF,2012-08-13,5.6,5.9,5.6,5.8,204500
DSE-2012,1JANATAMF,2012-08-14,5.7,5.8,5.5,5.7,96000
DSE-2012,1JANATAMF,2012-08-26,5.7,5.9,5.5,5.6,236500
DSE-2012,1JANATAMF,2012-08-27,5.7,5.9,5.6,5.7,78500
DSE-2012,1JANATAMF,2012-08-28,5.6,5.7,5.5,5.6,257000
DSE-2012,1JANATAMF,2012-08-29,5.7,5.9,5.6,5.7,247000
DSE-2012,1JANATAMF,2012-08-30,5.6,5.9,5.6,5.7,83500
DSE-2012,1JANATAMF,2012-02-09,5.6,5.9,5.6,5.7,56500
DSE-2012,1JANATAMF,2012-03-09,5.7,5.9,5.7,5.7,100500
DSE-2012,1JANATAMF,2012-04-09,5.7,5.9,5.7,5.7,174000
DSE-2012,1JANATAMF,2012-05-09,5.7,5.8,5.7,5.7,83000
DSE-2012,1JANATAMF,2012-06-09,5.6,5.7,5.6,5.6,78000
DSE-2012,1JANATAMF,2012-09-09,5.6,5.7,5.4,5.5,212500
DSE-2012,1JANATAMF,2012-10-09,5.4,5.6,5.4,5.5,85500
DSE-2012,1JANATAMF,2012-11-09,5.4,5.6,5.4,5.5,49000
DSE-2012,1JANATAMF,2012-12-09,5.5,5.6,5.4,5.5,78500
DSE-2012,1JANATAMF,2012-09-13,5.5,5.7,5.4,5.6,97000
DSE-2012,1JANATAMF,2012-09-16,5.7,6.0,5.4,5.8,371500
DSE-2012,1JANATAMF,2012-09-17,5.8,6.3,5.8,6.2,623500
DSE-2012,1JANATAMF,2012-09-18,6.4,6.8,6.3,6.7,797500
DSE-2012,1JANATAMF,2012-09-19,7.0,7.3,6.8,7.3,1008000
DSE-2012,1JANATAMF,2012-09-20,7.3,8.0,7.0,7.9,2628000
DSE-2012,1JANATAMF,2012-09-23,8.2,8.6,8.1,8.6,1751500
DSE-2012,1JANATAMF,2012-09-24,8.5,8.8,7.9,8.0,1173000
DSE-2012,1JANATAMF,2012-09-25,8.4,8.4,7.7,8.1,1231000
DSE-2012,1JANATAMF,2012-09-26,8.4,8.8,8.1,8.2,1344000
DSE-2012,1JANATAMF,2012-09-27,8.1,8.8,8.1,8.5,1529500
DSE-2012,1JANATAMF,2012-09-30,8.6,8.9,8.3,8.3,1180000
DSE-2012,1JANATAMF,2012-01-10,8.0,8.8,8.0,8.6,1536500
DSE-2012,1JANATAMF,2012-01-10,8.0,8.8,8.0,8.6,1536500
DSE-2012,1JANATAMF,2012-02-10,9.0,9.4,8.9,9.4,3346000
DSE-2012,1JANATAMF,2012-03-10,10.3,10.3,9.2,9.3,4667500
DSE-2012,1JANATAMF,2012-04-10,9.0,9.9,8.5,9.4,2253500
DSE-2012,1JANATAMF,2012-07-10,9.8,9.8,8.5,8.5,1353000
DSE-2012,1JANATAMF,2012-08-10,8.5,8.9,7.8,8.0,1026500
DSE-2012,1JANATAMF,2012-09-10,8.4,8.8,8.3,8.8,834000
DSE-2012,1JANATAMF,2012-10-10,9.4,9.5,8.2,8.3,833500
DSE-2012,1JANATAMF,2012-11-10,8.3,8.5,8.0,8.1,746000
DSE-2012,1JANATAMF,2012-10-14,8.5,8.6,7.8,7.8,799000
DSE-2012,1JANATAMF,2012-10-15,7.3,8.5,7.3,8.5,764000
DSE-2012,1JANATAMF,2012-10-16,8.8,9.0,8.1,8.2,837500
DSE-2012,1JANATAMF,2012-10-17,8.2,8.5,8.1,8.2,421500
DSE-2012,1JANATAMF,2012-10-18,8.6,8.7,8.3,8.3,625500
DSE-2012,1JANATAMF,2012-10-21,8.4,8.5,8.1,8.2,300500
DSE-2012,1JANATAMF,2012-10-22,8.2,8.3,8.0,8.0,292000
DSE-2012,1JANATAMF,2012-10-23,8.1,8.5,8.1,8.3,286000
DSE-2012,1JANATAMF,2012-10-30,8.3,8.4,8.0,8.1,212500
DSE-2012,1JANATAMF,2012-10-31,8.1,8.5,8.1,8.2,517000
DSE-2012,1JANATAMF,2012-01-11,8.2,8.4,8.1,8.1,282500
DSE-2012,1JANATAMF,2012-04-11,8.3,8.3,7.9,7.9,404000
DSE-2012,1JANATAMF,2012-05-11,8.0,8.1,7.9,7.9,303000
DSE-2012,1JANATAMF,2012-06-11,8.0,8.3,8.0,8.2,645000
DSE-2012,1JANATAMF,2012-07-11,8.4,8.4,8.0,8.0,385000
DSE-2012,1JANATAMF,2012-08-11,8.0,8.1,7.8,7.8,239500
DSE-2012,1JANATAMF,2012-11-11,7.9,7.9,7.3,7.4,394500
DSE-2012,1JANATAMF,2012-12-11,7.7,7.7,7.1,7.3,275500
DSE-2012,1JANATAMF,2012-11-13,7.4,7.5,7.2,7.4,343000
DSE-2012,1JANATAMF,2012-11-14,7.4,7.5,7.2,7.2,275000
DSE-2012,1JANATAMF,2012-11-15,7.2,7.9,7.2,7.8,613500
DSE-2012,1JANATAMF,2012-11-18,8.0,8.2,7.4,7.7,627500
DSE-2012,1JANATAMF,2012-11-19,7.6,7.8,7.4,7.4,261500
DSE-2012,1JANATAMF,2012-11-20,7.4,7.6,7.3,7.3,142500
DSE-2012,1JANATAMF,2012-11-21,7.5,7.5,7.3,7.3,92500
DSE-2012,1JANATAMF,2012-11-22,7.5,7.7,7.3,7.3,1007500
DSE-2012,1JANATAMF,2012-11-26,7.3,7.4,7.2,7.2,470500
DSE-2012,1JANATAMF,2012-11-27,7.2,7.4,7.1,7.1,191000
DSE-2012,1JANATAMF,2012-11-28,7.2,7.3,7.1,7.1,165000
DSE-2012,1JANATAMF,2012-11-29,7.3,7.8,7.3,7.7,391500
DSE-2012,1JANATAMF,2012-02-12,8.0,8.0,7.4,7.4,436000
DSE-2012,1JANATAMF,2012-03-12,7.4,7.5,7.3,7.3,137500
DSE-2012,1JANATAMF,2012-04-12,7.2,7.5,7.2,7.3,339000
DSE-2012,1JANATAMF,2012-05-12,7.7,7.7,7.1,7.2,377500
DSE-2012,1JANATAMF,2012-06-12,7.2,7.3,7.2,7.2,87000
DSE-2012,1JANATAMF,2012-09-12,7.2,7.2,7.0,7.0,133500
DSE-2012,1JANATAMF,2012-10-12,7.1,7.1,6.8,6.8,296500
DSE-2012,1JANATAMF,2012-11-12,6.8,7.3,6.8,7.2,365500
DSE-2012,1JANATAMF,2012-12-12,7.3,7.4,7.2,7.2,205500
DSE-2012,1JANATAMF,2012-12-13,7.1,7.2,7.0,7.1,72500
DSE-2012,1JANATAMF,2012-12-17,7.2,7.3,7.2,7.2,177500
DSE-2012,1JANATAMF,2012-12-18,7.2,7.2,7.1,7.1,113500
DSE-2012,1JANATAMF,2012-12-19,7.0,7.2,7.0,7.1,248500
DSE-2012,1JANATAMF,2012-12-20,7.2,7.2,7.0,7.0,344500
DSE-2012,1JANATAMF,2012-12-23,6.9,7.0,6.8,6.8,287500
DSE-2012,1JANATAMF,2012-12-24,6.9,7.1,6.8,7.0,441500
DSE-2012,1JANATAMF,2012-12-26,7.0,7.3,6.9,7.1,277000
DSE-2012,1JANATAMF,2012-12-27,7.2,7.2,7.0,7.1,127500
DSE-2012,1JANATAMF,2012-12-30,7.2,7.2,7.0,7.0,80000
DSE-2012,DBH1STMF,2012-01-01,8.4,8.6,8.2,8.3,906500
DSE-2012,DBH1STMF,2012-02-01,8.4,8.6,8.3,8.3,421500
DSE-2012,DBH1STMF,2012-03-01,8.4,8.5,8.3,8.4,240500
DSE-2012,DBH1STMF,2012-04-01,8.4,8.9,8.4,8.7,1698500
DSE-2012,DBH1STMF,2012-05-01,8.7,8.9,8.6,8.7,1094000
DSE-2012,DBH1STMF,2012-08-01,8.8,8.8,8.5,8.6,594500
DSE-2012,DBH1STMF,2012-09-01,8.6,8.6,8.2,8.2,505000
DSE-2012,DBH1STMF,2012-10-01,8.4,8.4,8.1,8.2,348500
DSE-2012,DBH1STMF,2012-11-01,8.2,8.5,8.1,8.3,424500
DSE-2012,DBH1STMF,2012-12-01,8.3,8.5,8.1,8.2,142000
DSE-2012,DBH1STMF,2012-01-15,8.3,8.3,8.1,8.1,149000
DSE-2012,DBH1STMF,2012-01-16,8.1,8.1,7.7,7.8,416000
DSE-2012,DBH1STMF,2012-01-18,7.6,8.1,7.6,7.7,252500
DSE-2012,DBH1STMF,2012-01-19,8.0,8.1,7.9,7.9,446500
DSE-2012,DBH1STMF,2012-01-22,8.0,8.0,7.6,7.7,219000
DSE-2012,DBH1STMF,2012-01-23,7.6,7.8,7.3,7.4,729000
DSE-2012,DBH1STMF,2012-01-24,7.6,7.8,7.3,7.3,507000
DSE-2012,DBH1STMF,2012-01-25,7.3,7.5,7.2,7.4,212500
DSE-2012,DBH1STMF,2012-01-26,7.3,7.4,7.2,7.3,229500
DSE-2012,DBH1STMF,2012-01-29,7.3,7.3,6.8,6.9,332500
DSE-2012,DBH1STMF,2012-01-30,6.8,7.0,6.7,6.9,199000
DSE-2012,DBH1STMF,2012-01-31,7.0,7.1,6.7,6.9,451500
DSE-2012,DBH1STMF,2012-01-02,6.7,6.7,6.4,6.5,179500
DSE-2012,DBH1STMF,2012-02-02,6.6,6.8,6.5,6.5,128000
DSE-2012,DBH1STMF,2012-06-02,6.5,6.6,6.0,6.2,338500
DSE-2012,DBH1STMF,2012-07-02,6.7,6.8,6.4,6.7,229500
DSE-2012,DBH1STMF,2012-08-02,6.7,6.7,6.2,6.3,157000
DSE-2012,DBH1STMF,2012-09-02,6.4,6.8,6.4,6.7,203000
DSE-2012,DBH1STMF,2012-12-02,6.6,7.2,6.6,6.9,317500
DSE-2012,DBH1STMF,2012-02-13,7.0,7.2,6.8,6.8,467000
DSE-2012,DBH1STMF,2012-02-14,6.7,6.9,6.4,6.5,467000
DSE-2012,DBH1STMF,2012-02-15,6.8,6.8,6.4,6.4,354500
DSE-2012,DBH1STMF,2012-02-16,6.6,6.7,6.4,6.6,183000
DSE-2012,DBH1STMF,2012-02-19,6.5,6.7,6.5,6.6,88500
DSE-2012,DBH1STMF,2012-02-20,6.5,6.8,6.5,6.7,736000
DSE-2012,DBH1STMF,2012-02-22,6.8,6.9,6.7,6.8,223000
DSE-2012,DBH1STMF,2012-02-23,6.9,7.2,6.9,7.0,318000
DSE-2012,DBH1STMF,2012-02-26,7.2,7.3,7.0,7.0,676500
DSE-2012,DBH1STMF,2012-02-27,7.2,7.2,6.7,6.8,326500
DSE-2012,DBH1STMF,2012-02-28,7.0,7.1,6.8,6.8,392000
DSE-2012,DBH1STMF,2012-02-29,6.9,7.1,6.8,6.9,648000
DSE-2012,DBH1STMF,2012-01-03,6.9,7.0,6.8,6.8,149500
DSE-2012,DBH1STMF,2012-04-03,6.8,6.9,6.6,6.8,384500
DSE-2012,DBH1STMF,2012-05-03,6.9,7.0,6.6,6.6,269500
DSE-2012,DBH1STMF,2012-06-03,6.6,6.8,6.6,6.6,164500
DSE-2012,DBH1STMF,2012-07-03,6.7,6.7,6.5,6.5,87500
DSE-2012,DBH1STMF,2012-08-03,6.6,6.7,6.5,6.6,136500
DSE-2012,DBH1STMF,2012-11-03,6.7,6.7,6.5,6.5,53500
DSE-2012,DBH1STMF,2012-12-03,6.6,6.7,6.6,6.6,21000
DSE-2012,DBH1STMF,2012-03-13,6.8,6.9,6.7,6.8,221500
DSE-2012,DBH1STMF,2012-03-14,6.9,7.0,6.7,6.8,316500
DSE-2012,DBH1STMF,2012-03-15,6.9,7.0,6.8,6.8,312000
DSE-2012,DBH1STMF,2012-03-18,7.0,7.2,6.9,7.0,500500
DSE-2012,DBH1STMF,2012-03-19,6.9,7.1,6.9,6.9,208000
DSE-2012,DBH1STMF,2012-03-20,6.9,7.1,6.9,6.9,380500
DSE-2012,DBH1STMF,2012-03-21,7.0,7.0,6.8,6.8,421000
DSE-2012,DBH1STMF,2012-03-22,6.8,7.0,6.8,6.8,455500
DSE-2012,DBH1STMF,2012-03-25,6.9,7.0,6.8,6.8,352000
DSE-2012,DBH1STMF,2012-03-27,6.9,7.0,6.8,6.9,501500
DSE-2012,DBH1STMF,2012-03-28,6.8,7.3,6.8,7.1,983500
DSE-2012,DBH1STMF,2012-03-29,7.3,7.8,7.1,7.7,1781500
DSE-2012,DBH1STMF,2012-01-04,7.9,8.4,7.9,8.3,1586000
DSE-2012,DBH1STMF,2012-02-04,8.2,8.4,8.1,8.1,1013500
DSE-2012,DBH1STMF,2012-03-04,8.0,8.1,7.8,7.8,701000
DSE-2012,DBH1STMF,2012-04-04,7.8,7.9,7.5,7.5,390000
DSE-2012,DBH1STMF,2012-05-04,7.5,7.9,7.4,7.7,576500
DSE-2012,DBH1STMF,2012-08-04,7.7,7.9,7.5,7.5,489000
DSE-2012,DBH1STMF,2012-09-04,7.5,7.6,7.3,7.3,446500
DSE-2012,DBH1STMF,2012-10-04,7.5,7.6,7.3,7.4,643500
DSE-2012,DBH1STMF,2012-11-04,7.6,7.8,7.5,7.5,509000
DSE-2012,DBH1STMF,2012-12-04,7.6,7.8,7.6,7.7,598000
DSE-2012,DBH1STMF,2012-04-15,7.8,7.8,7.5,7.6,967500
DSE-2012,DBH1STMF,2012-04-16,7.8,7.8,7.5,7.6,1004000
DSE-2012,DBH1STMF,2012-04-17,7.6,7.7,7.6,7.6,433500
DSE-2012,DBH1STMF,2012-04-18,7.6,7.8,7.6,7.7,1018000
DSE-2012,DBH1STMF,2012-04-19,7.7,7.7,7.4,7.4,728500
DSE-2012,DBH1STMF,2012-04-22,7.3,7.5,7.3,7.3,295000
DSE-2012,DBH1STMF,2012-04-23,7.5,7.5,7.2,7.2,240500
DSE-2012,DBH1STMF,2012-04-24,7.2,7.4,7.1,7.1,779000
DSE-2012,DBH1STMF,2012-04-25,7.3,7.3,7.0,7.0,230000
DSE-2012,DBH1STMF,2012-04-26,7.0,7.2,7.0,7.0,314000
DSE-2012,DBH1STMF,2012-04-29,6.9,7.0,6.8,6.8,226500
DSE-2012,DBH1STMF,2012-04-30,6.9,7.1,6.9,6.9,228000
DSE-2012,DBH1STMF,2012-02-05,7.0,7.1,6.9,7.0,106000
DSE-2012,DBH1STMF,2012-03-05,6.9,7.1,6.9,6.9,176000
DSE-2012,DBH1STMF,2012-07-05,6.9,7.0,6.8,6.8,164000
DSE-2012,DBH1STMF,2012-08-05,6.9,6.9,6.7,6.7,149500
DSE-2012,DBH1STMF,2012-09-05,6.7,6.7,6.5,6.5,264500
DSE-2012,DBH1STMF,2012-10-05,6.6,6.8,6.4,6.6,358500
DSE-2012,DBH1STMF,2012-05-13,6.8,6.9,6.5,6.5,157000
DSE-2012,DBH1STMF,2012-05-14,6.5,6.7,6.5,6.5,132000
DSE-2012,DBH1STMF,2012-05-15,6.6,6.7,6.5,6.5,269000
DSE-2012,DBH1STMF,2012-05-16,6.5,6.7,6.5,6.5,327500
DSE-2012,DBH1STMF,2012-05-17,6.6,6.6,6.5,6.5,178500
DSE-2012,DBH1STMF,2012-05-20,6.5,6.6,6.5,6.5,47000
DSE-2012,DBH1STMF,2012-05-21,6.6,6.7,6.5,6.5,304500
DSE-2012,DBH1STMF,2012-05-22,6.6,6.6,6.4,6.4,229000
DSE-2012,DBH1STMF,2012-05-23,6.4,6.5,6.2,6.3,195000
DSE-2012,DBH1STMF,2012-05-24,6.4,6.5,6.3,6.3,149500
DSE-2012,DBH1STMF,2012-05-27,6.3,6.4,6.2,6.2,189000
DSE-2012,DBH1STMF,2012-05-28,6.3,6.3,6.1,6.1,191000
DSE-2012,DBH1STMF,2012-05-29,6.3,6.3,6.0,6.2,238000
DSE-2012,DBH1STMF,2012-05-30,6.2,6.3,6.1,6.1,154000
DSE-2012,DBH1STMF,2012-05-31,6.2,6.2,6.1,6.2,101000
DSE-2012,DBH1STMF,2012-03-06,6.3,6.4,6.2,6.3,138000
DSE-2012,DBH1STMF,2012-04-06,6.4,6.4,6.1,6.1,349000
DSE-2012,DBH1STMF,2012-05-06,6.2,6.3,6.1,6.2,81000
DSE-2012,DBH1STMF,2012-06-06,6.2,6.3,6.2,6.2,110500
DSE-2012,DBH1STMF,2012-07-06,6.2,6.4,6.2,6.3,93500
DSE-2012,DBH1STMF,2012-10-06,6.2,6.3,6.1,6.1,29000
DSE-2012,DBH1STMF,2012-11-06,6.2,6.3,6.1,6.2,84500
DSE-2012,DBH1STMF,2012-12-06,6.2,6.3,6.1,6.1,61000
DSE-2012,DBH1STMF,2012-06-13,6.1,6.3,6.1,6.1,53000
DSE-2012,DBH1STMF,2012-06-14,6.2,6.2,6.1,6.1,62500
DSE-2012,DBH1STMF,2012-06-17,6.1,6.2,6.0,6.0,123000
DSE-2012,DBH1STMF,2012-06-18,6.1,6.1,5.9,5.9,156000
DSE-2012,DBH1STMF,2012-06-19,5.8,6.0,5.8,5.9,74000
DSE-2012,DBH1STMF,2012-06-20,5.9,5.9,5.7,5.8,76000
DSE-2012,DBH1STMF,2012-06-21,6.0,6.0,5.8,5.8,145500
DSE-2012,DBH1STMF,2012-06-24,5.9,6.0,5.8,5.8,133500
DSE-2012,DBH1STMF,2012-06-25,5.7,5.9,5.7,5.8,33000
DSE-2012,DBH1STMF,2012-06-26,5.8,6.0,5.8,6.0,109500
DSE-2012,DBH1STMF,2012-06-27,5.9,6.1,5.9,6.0,245000
DSE-2012,DBH1STMF,2012-06-28,6.1,6.1,6.0,6.0,175000
DSE-2012,DBH1STMF,2012-02-07,6.0,6.0,5.7,5.7,159500
DSE-2012,DBH1STMF,2012-03-07,5.8,6.0,5.8,5.8,74500
DSE-2012,DBH1STMF,2012-04-07,5.9,5.9,5.7,5.8,95500
DSE-2012,DBH1STMF,2012-05-07,5.8,5.9,5.7,5.8,100500
DSE-2012,DBH1STMF,2012-08-07,5.9,5.9,5.8,5.8,69000
DSE-2012,DBH1STMF,2012-09-07,5.8,5.8,5.7,5.7,55500
DSE-2012,DBH1STMF,2012-10-07,5.6,5.7,5.5,5.5,258000
DSE-2012,DBH1STMF,2012-11-07,5.3,5.8,5.3,5.7,316000
DSE-2012,DBH1STMF,2012-12-07,5.5,5.8,5.5,5.6,94500
DSE-2012,DBH1STMF,2012-07-15,5.5,5.5,5.3,5.3,76000
DSE-2012,DBH1STMF,2012-07-16,5.3,5.5,5.2,5.3,60500
DSE-2012,DBH1STMF,2012-07-17,5.4,5.5,5.3,5.3,61000
DSE-2012,DBH1STMF,2012-07-18,5.5,5.6,5.4,5.4,108500
DSE-2012,DBH1STMF,2012-07-19,5.6,5.6,5.4,5.4,245500
DSE-2012,DBH1STMF,2012-07-22,5.3,5.4,5.3,5.3,73000
DSE-2012,DBH1STMF,2012-07-23,5.3,5.5,5.3,5.4,39000
DSE-2012,DBH1STMF,2012-07-24,5.4,5.7,5.4,5.5,168500
DSE-2012,DBH1STMF,2012-07-25,5.5,5.6,5.4,5.4,81500
DSE-2012,DBH1STMF,2012-07-26,5.6,5.6,5.4,5.5,90500
